0.073; It's funny how you look just like Margaret, he suddenly says.
0.105; Alexander waves for the check.
0.124; Of course, that can get you in trouble.
0.2; A shadow crosses her eyes.
0.127; Did my dad tell you why I took a year off?
0.072; I'm glad you told me, says Alexander.
0.239; You tell me a truth then.
0.055; I'd like to show you my apartment, he says.
0.142; She walks to the living room.
0.092; She spoons him, her face in his neck.
0.129; When people hear someone has died, they cover their mouths, as if to protect their own breath.
0.109; The sex is violent, harsh.
0.088; She did, he says.
0.18; Grad students, pulled from their studios, rub swollen eyes.
0.085; The service is short.
0.263; Clara looks at him, proud.
0.093; Clara has lost track of time.
0.044; I always miss the signs, says Stephen.
0.156; I don't listen until it's too late and then something horrible happens.
0.088; She's almost 21, Margaret says quietly.
0.151; Money comes, money goes, she says.
0.254; What do you want from me, Tommy?
0.185; He's up in her face.
0.254; What do I want?
0.127; I want my child back.
0.254; That's what I want.
0.088; I'm so sorry, says Clara.
0.193; You can't save the ones that you love, Jeannie says, and she leaves.
0.181; Alexander's spread out.
0.062; We had the party a week ago, she says.
0.311; You can't save the people you love.
0.211; She feels cold.
0.141; And a number.
0.114; The emergency vehicles, the call to Margaret, it's all a blur.
0.088; I'm okay, says Sasha.
0.165; Someone says, he wouldn't have made it without instant care.
0.227; What did you tell Dad?
0.2; You're being a bit too dramatic, Gary scoffs.
0.2; She closes her eyes.
0.086; What do you think of my idea, he asks, but he's already inside her.
0.088; I'm sorry, says Sasha.
0.462; You couldn't save her, but you saved Alexander.
0.092; They tape his face next to the weathered flyers of missing bankers, secretaries, firefighters.
0.117; I'll run us a thousand copies, okay, Clara says softly.
0.221; Gary's mom locks eyes with her daughter-in-law.
0.22; We need people to care.
0.121; Think about the rest of your life, says her mother.
0.044; This bulletin board is just for the church, the janitor yells.
0.142; These people are dead.
0.133; A missing flyer, discarded on the ground.
0.138; It's Margaret's face, xeroxed a few too many times.
0.088; A plastic Ziploc bag with Margaret's purple toothbrush lies on the bistro table between them.
0.171; I want you to go to the morgue and give this for the DNA sample, she says.
0.213; Cards of sympathy, supported on tables.
0.105; Clara feels sick.
0.068; This is the third time you've been sick today, says Gary's mom.
0.254; You want some of my Xanax?
0.144; Underneath the toilet seat, always check that before she settles back in.
0.417; Halloween masks and candy.
0.185; At the cashier's, she opens her purse, and Margaret's face stares at her from the flyer.
0.254; I don't want to see you again.
0.214; It all makes sense now.
0.142; Stephen opens the door of his office to lead out a patient, and Clara's right there, waiting on the soft maroon couch.
0.1; What Clara notices, his white and sad eyes.
0.092; Stephen hides his face in his hands.
0.077; He only says, Clara's in town.
0.111; I don't have his things anymore, she says.
0.185; Her face burns.
0.113; California is a common-law state.
0.11; Clara shakes her head.
0.187; She's surprised Alexander opens his door.
0.1; He goes to close the door in her face.
0.211; Clara feels defensive.
0.095; Gary was creating site-specific art.
0.062; If someone writes an article about him...
0.222; An old friend of Margaret's.
0.188; Clara sits across from Alexander at his makeshift office at Ground Zero.
0.138; She likes him, the way he asks questions, how he leans in to listen to details.
0.171; He still can't bear to clean it, folds the Indian bedspread instead.
0.2; She's calm, rubs her eyes.
0.092; Margaret shows her a window.
0.132; This is the way out, she says.
0.196; She wants him to watch.
0.15; Across the room, Clara notices this girl dozing over, a volunteer falling asleep on the job.
0.248; You cannot save people, Jeannie said that night in L.A.
0.311; You cannot save the people you love.
0.176; No thinking, just movement.
0.2; Sasha moans, half opens her eyes and she gags.
0.088; Clara, she says.
0.211; She feels warm.
0.206; She feels safe.
0.088; I'm pregnant, she says.
0.099; Lying in the semi-dark room, she keeps her eyes closed as the technician moves over her abdomen.
0.2; Clara opens her eyes.
0.066; On 30th Street and First Avenue sits a complex of tents.
0.052; Traffic whistles along the FDR drive.
0.12; It has started to rain.
0.106; An elderly couple approaches, then stops, almost embarrassed.
0.093; I'm sorry, says the old man.
0.093; I'm sorry, says the old man.
0.044; I should have died, says Alexander.
0.059; If I had died, Margaret would still be alive, he hears himself saying.
0.284; A preacher leads half a dozen people in prayer.
0.142; The old couple take another and place them at the foot of the trailer.
0.044; Clara called, he says quietly.
0.102; She says she has something she wants us to hear.
0.1; The taxi driver locks eyes with her in the mirror.
0.1848985208118335
