0.084; Sasha holds on to Margaret just like when she was little.
0.182; I left him a note.
0.149; I love you, says Sasha.
0.119; I'll get you the Wall Street contacts you need, but you stay away from my kid.
0.243; You'll have a great life.
0.351; Our friend's baby has died.
0.096; In the mirror, she looks at her face.
0.097; I can't live like this anymore, she says.
0.158; When we come back from New York, Gary says, we should get going with that baby idea.
0.312; Crying in the shower is safe.
0.339; The baby has died.
0.093; Stephen wakes up Margaret in the middle of the night.
0.192; She catches herself, looks at Margaret, who nods.
0.269; I've been meaning to say, you play the violin much better than my mom.
0.081; Stephen looks like a big-bellied clown.
0.192; She looks up, so fragile.
0.096; Gary's face looks up from the flyer.
0.234; The successful flyers make you care.
0.86; It's her son.
0.182; And then she suddenly sees it.
0.064; She looks at Margaret, black dress and white pearls and her elegance.
0.192; He looks so much older.
0.303; Go home to your dad.
0.092; The barman asks for I.D. I bet you didn't get to celebrate, he says as he looks at the date, September 18th.
0.108; Even in deep grief, she serves tea with linen napkins and china.
0.25; All around Clara sit photos of Gary.
0.119; An email card from the graduating class of UCLA.
0.095; Clara feels the stare of Gary's father rising up from the New York Times.
0.131; I can't give up yet, the old woman whispers.
0.473; Gary's father stands up.
0.473; Gary's father is shaking.
0.174; The room is padded with sound insulation.
0.093; On the TV, the Middle East, India, wars, earthquakes, crashes.
0.113; Not even a month since Margaret died, you're running into the arms of ex-girlfriends?
0.33; She waves her father away.
0.087; Clara in her hotel room, curled up in a ball.
0.147; She can hear Gary's father struggling for the phone.
0.257; You cleaned him out of your life way too fast.
0.058; Stop it, Mama!
0.331; Everyone suffers in life.
0.213; Dear Alexander, I'll meet with my colleagues on September 11th.
0.24; I'll get you your Pulitzer piece, but I repeat, you stay away from my kid.
0.192; He's panicked, looks down the hallway, thankfully empty.
0.104; Served in rustic pottery, not plastic.
0.249; Could Gary be running away from his debts?
0.056; Why would he even be near the towers?
0.12; She tries to concentrate on the reason she's here.
0.36; I need to help his parents.
0.091; Maybe it's not the best thing to see Sasha today, says Stephen.
0.216; Clara looks up at the man she once loved.
0.163; The room of volunteers hums, content.
0.126; When this time passes, says Alexander, you can come work with me in case you want to stay close until he's found.
0.164; Grief makes you nauseous.
0.174; In Sasha's room, he empties the trash.
0.182; But then she sees Alexander walking over to her, shaking the girl, yelling at her, suddenly angry, unrecognizably angry, then scared.
0.134; Young people congregate, pull rashly away.
0.158; Father and daughter, a tiny unit surrounded by wires and white sheets.
0.253; Want a coffee, love?
0.192; and then she looks down at her legs.
0.263; The woman smiles at her.
0.215; He thought you were our son, says his wife.
0.479; But our son is in there, she points to the tent.
0.087; She ducks as she enters Sasha's hospital room.
0.158; She places the electric candle on the cupcake.
0.226; Clara keeps hearing the sound of the baby's heartbeat in her head.
0.169; Across town, Gary's father turns to his wife.
0.036; Out of deep darkness comes the day, she thinks.
0.092; The sun is white, floods Clara's eyes, like birth each day.
0.06417112299465241
